S.No.,State,Blood Center,Address,District,Category,Phone,Email,Action
718,Chhattisgarh,Mahanadi Blood & Component Centre,"Mahanadi blood & component centre, Khasra no. 940/4, in front of Manoj Fuels, Kurra- Raipur, Gobra Navapara, Tah. Abhanpur , Gobra Nawapara Abhanpur, Dist. Raipur",Raipur,Private,8103189663,mahanadibloodcentre@gmail.com,StockCamps
719,Chhattisgarh,Maharani Hospital Blood Bank Jagdalpur,"District Hospital maharani Aspatal , Chandni Chowk Jagdalpur Bastar C.G., Jagdalpur, Dist. Bastar",Bastar,Govt.,7782313436,bloodbankjagdalpur@gmail.com,StockCamps
720,Chhattisgarh,Manas Sewa Blood Centre,"Address: Durg Road, Neharu Garden ke Samane, Opposite Rathod Path Labs Dhamtari, Dhamtari, Dist. Dhamtari",Dhamtari,Private,626020371,aashishguru7@gmail.com,StockCamps
721,Chhattisgarh,Manav Seva Blood Bank,"Opposite Rajkumar College,Thakur Tower, 2nd floor, G.E.Road Raipur, Chhattisgar, Raipur, Dist. Raipur",Raipur,Private,8889433324,Manavsevabloodbank1@gmail.com,StockCamps
722,Chhattisgarh,Manendragarh (Bsu),"Manendragarh Dist. Korea, Manendragarh , Dist. Koriya",Koriya,Govt.,7000272749,s.mondal2011@gmail.com,StockCamps
723,Chhattisgarh,"Masturi (Bsu Bmo, Chc)","Masturi, Dist. Bilaspur, Bilaspur, Dist. Bilaspur",Bilaspur,Govt.,-,-,StockCamps
724,Chhattisgarh,Mittal Blood Centre,"junwani road smriti nagar near surya treasure island mall bhilai, Durg, Dist. Durg",Durg,Charitable/Vol,7222910417,cao@bilasa.in,StockCamps
725,Chhattisgarh,"Mohala (Bsu, Bmo, Chc)","Mohla Dist. Rajnandgaon, Mohla, Dist. Mohla-Manpur-Ambagarh Chouki",Mohla-Manpur-Ambagarh Chouki,Govt.,9424105751,bmomohla@rediffmail.com,StockCamps
726,Chhattisgarh,Mpm Blood Centre,"Mpm Hospital Aghanpur Jagdalpur , Bastar Chhatisgarh, Aghanpur, Jagdalpur , Dist. Bastar",Bastar,Charitable/Vol,8103356035,mpmbloodcentre@gmail.com,StockCamps
727,Chhattisgarh,M /S Ashirwad Blood Centre,"Nehru parisar behind hotel dhillon Bhilai, Durg, Dist. Durg",Durg,Private,9691733333,aashirwadbloodbank@gmail.com,StockCamps
728,Chhattisgarh,Ms. Lakshya Blood Componenet Centre,"Near anupam diagnostic hno.209/14, joshi gali and sattigudi chowk, kotra road , Raigarh, Dist. Raigarh",Raigarh,Charitable/Vol,9589007799,Lakshyabloodbank@gmail.com,StockCamps
729,Chhattisgarh,M/S Rajdhani Blood Centre Bilaspur,"Pratap Chowk Bilaspur, Bilaspur, Dist. Bilaspur",Bilaspur,Private,7000280049,rbb.admryp@gmail.com,StockCamps
730,Chhattisgarh,M/S. Ramkirshna Care Medical Sciences Pvt Ltd,"Ramkrishna Care Medical Sciences Pvt. Ltd., 4th Floor, Aurobindo Enclave, Pachpedi Naka, Dhamtari Road, Raipur, Raipur, Dist. Raipur",Raipur,Private,7772964135,carebloodbank@gmail.com,StockCamps
731,Chhattisgarh,M/S. Samarth Blood Centre,"Premises situated at Bharti Hospital, Campus, Saraipali, Dist. Mahasamund, Mahasamund, Dist. Mahasamund",Mahasamund,Private,6264248807,pravinsahuji24@gmail.com,StockCamps
732,Chhattisgarh,"Nagri (Bsu, Bmo, Chc)","Nagri Dist. Dhamtari, Nagri, Dist. Dhamtari",Dhamtari,Govt.,9424210861,bpmu.nagri@gmail.com,StockCamps
733,Chhattisgarh,Nandgaon Blood Centre,"First Floor, Above Bank of aharashtra,Power House Road, Math Para Rajnandgaon, Rajnandgaon, Dist. Rajnandgaon",Rajnandgaon,Private,8770089901,nandgaon.bloodbank@gmai.com,StockCamps
734,Chhattisgarh,Narayana Hrudayalaya Mmi Blood Centre,"NHMMI Hospital Campus, Lalpur, Dhamtari Road, Raipur, Dist. Raipur",Raipur,Private,"9109972181, 07714210902",info.rpr@narayanahealth.org,StockCamps
735,Chhattisgarh,Nav Jeevan Blood Bank Centre,"APEX HOSPITAL CHHATAMUDA ROAD BYPASS RAIGARH CHHATISGARH, Raigarh, Dist. Raigarh",Raigarh,Private,9425252274,navjeevanbloodbankraigarh@gmail.com,StockCamps
736,Chhattisgarh,"Near Bus Stand Keshkal (Bsu Bmo, Chc)","Near Bus Stand Keshkal, Dist. Kondagaon, Kondagaon, Dist. Kondagaon",Kondagaon,Govt.,-,-,StockCamps
737,Chhattisgarh,Nehru Centenary Hospital Blood Centre Korba,"NEHEU CENTENARY HOSPITAL SECL GEVRA AREA, Korba, Dist. Korba",Korba,Govt.,8825344117,cmssecl.gevra@gmail.com,StockCamps
738,Chhattisgarh,Nmdc Appolo Hospital Blood Centre,"bacheli, dantewada, Dist. Dantewada",Dantewada,Govt.,9425841660,ashish3101rewa@gmail.com,StockCamps
739,Chhattisgarh,Nmdc Project Hospital Blood Centre,"NMDC Project Hospital Blood Centre, Bailadila Iron Ore Mine, Kirandul Complex, Kirandul, Dist. Dantewada",Dantewada,Govt.,8984399258,purnimapatel@nmdc.co.in,StockCamps
740,Chhattisgarh,O.P.Jindal Hospital Research Centre Blood Centre,"O.P. Jindal Hospital inn plaza, kharsia road, Patrapali, Raigarh, Dist. Raigarh",Raigarh,Charitable/Vol,8827478256,bldopjhrc@jspl.com,StockCamps
741,Chhattisgarh,Pakhanjur (Bsu),"Pakhanjur, Dist. Kanker, Pakhanjur , Dist. Kanker",Kanker,Govt.,-,-,StockCamps
742,Chhattisgarh,"Pali (Bsu Bmo, Chc)","Pali, Dist. Korba, Korba, Dist. Korba",Korba,Govt.,-,-,StockCamps
743,Chhattisgarh,"Pandariya (Bsu Bmo, Chc)","Pandariya Dist. Kabirdham, Kabeerdham, Dist. Kabirdham",Kabirdham,Govt.,-,-,StockCamps
744,Chhattisgarh,Pathalgaon (Bsu),"Patthalgaon, Dist. Jashpur, Pathalgaon, Dist. Jashpur",Jashpur,Govt.,-,-,StockCamps
745,Chhattisgarh,"Pharsabahar (Bsu, Bmo, Chc)","Pharsabahar, Dist. Jashpur, Pharsabahar, Dist. Jashpur",Jashpur,Govt.,-,-,StockCamps
746,Chhattisgarh,"Pithora (Bsu, Bmo, Chc)","Pithora Dist. Mahasamund, Dist. Mahasamund",Mahasamund,Govt.,-,-,StockCamps
747,Chhattisgarh,Raigarh Blood Centre,"Sanjivani Nursing Home, Sawadia Campur. , In front of Kirodimal Dict. Hospital Raigarh., Raigarh, Dist. Raigarh",Raigarh,Charitable/Vol,9826139366,pgolupandey0@gmail.com,StockCamps
748,Chhattisgarh,Raipur Institute Of Medical Sciences Blood Centre,"RIMS, Knowledge Park, Off-NH-6,Near- MM Fun city, Village- Godhi, Bhansoj Road, RAIPUR, Dist. Raipur",Raipur,Private,9109190859,rimsbloodbank2022@gmail.com,StockCamps
749,Chhattisgarh,Rajdhani Blood Centre,"Jhanda Chowk, Main Road, Badhai Para, Raipur, raipur, Dist. Raipur",Raipur,Private,7974134936,rajdhanibloodcentre2012@gmail.com,StockCamps
750,Chhattisgarh,"Rajpur (Bsu Bmo, Chc)","Rajpur, Dist. Balrampur, Balrampur, Dist. Balrampur- Ramanujganj",Balrampur- Ramanujganj,Govt.,-,-,StockCamps
751,Chhattisgarh,Ramkrishna Ashram Blood Centre,"P.O- Narainpur, Narayanpur, Dist. Narayanpur",Narayanpur,Private,"077812 52251, 07781 252370",rkmvad.npr@gmail.com,StockCamps
752,Chhattisgarh,R C Blood Centre,"RC Blood centre, Pawan vihar colony, New rajendra nagar, , Raipur, Dist. Raipur",Raipur,Charitable/Vol,8770861615,rcbloodcenter@gmail.com,StockCamps
753,Chhattisgarh,"Red Cross Blood Bank, Abhanpur Raipur (Bsu, Bmo, Chc)","Abhanpur Dist. Raipur, Abhanpur, Dist. Raipur",Raipur,Govt.,-,-,StockCamps
754,Chhattisgarh,Sahaara Blood & Component Centre,"Orrange oxygen corporate beside Shristi garden, Telibandha, Raipur, Dist. Raipur",Raipur,Private,8962445105,Sahaararaipur@gmail.com,StockCamps
755,Chhattisgarh,Sahaj Blood Centre Rajim,"Rajim , district - Gariyaband, Near Satyam Bekri, , Rajim, Dist. Gariyaband",Gariyaband,Private,7000501523,alokdeep007@gmail.com,StockCamps
756,Chhattisgarh,"Sahaspur-Lohara (Bsu Bmo, Chc)","Sahaspur-Lohara Dist. Kabirdham, Kabeerdham, Dist. Kabirdham",Kabirdham,Govt.,-,-,StockCamps
757,Chhattisgarh,Sahayata Blood Centre,"Shila Mandir Road, Near Parshuram Chowk, Balod, Dist. Balod",Balod,Private,7828455576,sbc15072024@gmail.com,StockCamps
758,Chhattisgarh,Sahyog Blood Centre Sarangarh,"Kh no 26/7/12, 28/7/12, Bilaspur Road, Sarangarh, Dist. Raigarh",Raigarh,Private,9685716787,rajendraaditya9@gmail.com,StockCamps
759,Chhattisgarh,Sai Sahara Blood Bank,"SAI SAHARA BLOOD CENTRE Garcha Complex,Jail Road,RAIPUR (C.G.), RAIPUR, Dist. Raipur",Raipur,Private,9826604484,drnabendupathak@yahoo.co.in,StockCamps
760,Chhattisgarh,Samarpan Blood Centre Kunkuri,"Samarpan blood center, holy cross hospital campus,, Main road Jashpur, kunkuri, Kunkuri, Dist. Jashpur",Jashpur,Private,9630909091,yogendratre@gmail.com,StockCamps
761,Chhattisgarh,Samarpit Blood Centre Mungeli,"infornt of sukhnandan hospital, bilaspur road,dapura Chouck, Mungeli, Dist. Mungeli",Mungeli,Private,7000501523,alokdeep007@gmail.com,StockCamps
762,Chhattisgarh,Samvedana Blood Centre And Component Center Korba,"plot no 771, kala sagar complex kosabadi, niharika road, plot no 771, kala sagar complex kosabadi, Korba, Dist. Korba",Korba,Private,6263344991,samvednabacc@gmail.com,StockCamps
763,Chhattisgarh,Sankalp Blood And Component Center,"NH 12A, near minimata chowk kabirdham, kawardha, Dist. Kabirdham",Kabirdham,Charitable/Vol,7204099949,sankalpbloodcomponentcentre@gmail.com,StockCamps
764,Chhattisgarh,Sankat Mochan Blood Center,"Kera Road, Seorinarayan, Janjgir Champa C.G., Seorinarayan, Dist. Janjgir - Champa",Janjgir - Champa,Private,9691141596,bhishamsahu87@gmail.com,StockCamps
765,Chhattisgarh,Sanna Blood And Components Centre,"1ST FLOOR, ALKA MEDICAL HALL,SIRSA ROAD, NEAR VISHAL MEGA MART,SUPELA BHILAI, BHILAI, Dist. Durg",Durg,Private,8962220444,sannabloodcentrebhilai@gmail.com,StockCamps
766,Chhattisgarh,"Sarangarh (Bsu, Bmo, Chc)","Sarangarh Dist. Raigarh, Sarangarh, Dist. Raigarh",Raigarh,Govt.,-,-,StockCamps
767,Chhattisgarh,Sarthak Blood And Component Centre Raipur (Cg),"Goyal Complex,First Floor,Infront of Sharma Petrol Pump,Pachpedi Naka , Raipur(CG), Raipur, Dist. Raipur",Raipur,Charitable/Vol,9098919712,sarthakbloodcenter@gmail.com,StockCamps
768,Chhattisgarh,SCCH Blood Centre Raipur,"SCCH unit II, CBCC Cancer Hospital & Research Center, Dawda colony, Pachpedi naka, Raipur, Dist. Raipur",Raipur,Private,9827461640,info@scch.co,StockCamps
769,Chhattisgarh,Sewabloodc,"Near Degree College, Metro Hospital Road, Lochan Nagar Raigarh CG, In Front of Arogya Clinic , Raigarh, Dist. Raigarh",Raigarh,Private,7879003295,sewabloodbank12@gmail.com,StockCamps
770,Chhattisgarh,Shaheed Blood Center,"SHAHEED HOSPITAL CUMPUS DALLIRAJHARA, Dallirajhara, Dist. Balod",Balod,Private,9893023592,deepbijay@gmail.com,StockCamps
771,Chhattisgarh,Shifa Blood Center,"SHIFA BLOOD CENTER, NEAR MARCO HOSPITAL DUMARIYA ROAD PENDRA, GOURELA PENDRA, Dist. Bilaspur",Bilaspur,Private,9425378338,pranoybarik@gmail.com,StockCamps
772,Chhattisgarh,Shikha Blood Centre,"1ST FLOOR JEET HIEGHTS BYSAGARPARA BAIKUNTHPUR , Baikunthpur, Dist. Koriya",Koriya,Private,7909545555,matribhoomiwelfarefoundation@gmail.com,StockCamps
773,Chhattisgarh,"Shivnath Blood Centre, Arang","1st floor, bharosa complex, block B, KHARORA ROAD, NEAR SAHKARI BANK, Arang, Dist. Raipur",Raipur,Charitable/Vol,7024844483,shivnathbloodcentre@gmail.com,StockCamps
774,Chhattisgarh,"Shivnath Blood Centre, Devendra Nagar","Shivnath Blood Bank,raipur, Devendra Nagar, devendra nagar, Dist. Raipur",Raipur,Charitable/Vol,7987344161,-,StockCamps
775,Chhattisgarh,"Shobha Blood Centre, Manendragarg","Kushn'aha Complex, JKD road, Manendragarh, Manendragarg, Dist. Koriya",Koriya,Charitable/Vol,9399230971,budhram1502@gamil.com,StockCamps
776,Chhattisgarh,Shree Narayana Hospital Blood Centre (Health Tech Chhattisgarh (P) Ltd.),"Devendra Nagar, Raipur, Dist. Raipur",Raipur,Private,"077130 01234, 9300373737",info@snh.org.in,StockCamps
777,Chhattisgarh,Shree Ram Blood And Component Centre,"2nd floor, Mishra complex Nehru nagar bilaspur , Bilaspur , Dist. Bilaspur",Bilaspur,Charitable/Vol,7752422333,bloodcentreshreeram.@gmail.com,StockCamps
778,Chhattisgarh,Shri Shankracharya Blood Centre,"Junwani, Bhilai, Bhilai, Dist. Durg",Durg,Private,9589792024,ssimsb@ssimsb.ac.in,StockCamps
779,Chhattisgarh,Shrishti Blood Centre,"2nd Floor, Dhillon Complex, Jawahar Nagar, Raipur C.G, Raipur, Dist. Raipur",Raipur,Private,9039055548,srishtibloodbank@gmail.com,StockCamps
780,Chhattisgarh,"Sitapur (Bsu, Bmo, Chc)","Sitapur Dist. Surguja, Sitapur, Dist. Surguja",Surguja,Govt.,-,-,StockCamps
781,Chhattisgarh,Sri Sathya Sai Sanjeevani Blood Bank,"SECTOR-2,NAVA RAIPUR, ATAL NAGAR, Raipur, Dist. Raipur",Raipur,Charitable/Vol,6260165022,neerajchandrakar6263@gmail.com,StockCamps
782,Chhattisgarh,Ssd Blood Centre,"Katoratalab, NETAJI KATORA CHOWK KATORA TALAB IN FRONT OF SWAPNIL NURSING HOME , Raipur, Dist. Raipur",Raipur,Private,9425501244,ssdcliniclab123@gmail.com,StockCamps
783,Chhattisgarh,Suyash blood & Component centre,"Suyash Hospital Kota, Gudhiyari Road, Raipur, Dist. Raipur",Raipur,Private,8878484445,jansibarik@gmail.com,StockCamps
784,Chhattisgarh,Sweekar Blood Center,"H.No.284, First Floor, Punjabi para Ward no. 07-Kh.no.1158/18, , Bemetra, Dist. Bemetra",Bemetra,Private,9425514614,Sbb24102021@gmail.com,StockCamps
785,Chhattisgarh,Tej Blood Centre,"Main Road, Ambikapur, Dist. Surguja",Surguja,Private,"07774-222666, 8224007438",rendratuteja51@gmail.com,StockCamps
786,Chhattisgarh,Thawait Blood Centre,"Rajiv Gandhi Compex, Kuchery Chowk, Raipur, Dist. Raipur",Raipur,Private,9300955368,ravi_7166@yahoo.co.in,StockCamps
787,Chhattisgarh,The Civil Surgeon Cum Hospital Superintendent Of Indira Gandhi District Hospital Blood Centre,"Indira Gandhi Distt.Hospital kosabadi Korba (C.G.), Korba, Dist. Korba",Korba,Govt.,9993574968,bloodbankkorba@gmail.com,StockCamps
788,Chhattisgarh,Tilda Bsu Bmp Chc,"Tilda, Raipur, Tilda, Dist. Raipur",Raipur,Govt.,-,-,StockCamps
789,Chhattisgarh,"Udaypur (Bsu, Bmo, Chc)","Udaypur Dist. Surguja, Udaypur, Dist. Surguja",Surguja,Govt.,-,-,StockCamps
790,Chhattisgarh,Ujjwal Blood Center,"Ujjwal Blood Center, Pt. Dindayal Upadhyay ward, Near Dr Lagoo Nursing Home, Jagdalpur Dist. Bastar, Chhattisgarh, Jagalpur, Dist. Bastar",Bastar,Charitable/Vol,8962522263,ujjwalbloodcenterkgn@gmail.com,StockCamps
791,Chhattisgarh,Ujjwal Blood Center,"Ujjwal Blood Center, Near Bade Kanera road, DNK Colony, Premnagar, Kondagaon, Dist. Kondagaon, Chhattisgarh, Kondagaon, Dist. Kondagaon",Kondagaon,Charitable/Vol,9827888944,ujjwalbloodcenter@gmail.com,StockCamps
792,Chhattisgarh,Vandana Blood Centre,"Vandana Blood centre ,Vandana Hospital, basement area, Pakhanjur, district -U.B. Kanker, Pakhanjur , Dist. Kanker",Kanker,Private,7587151596,vandanabloodbank21@gmail.com,StockCamps
793,Chhattisgarh,Wadrafnagar (Bsu),"100 Bed Hospital Wadrafnagar, Distt- Balrampur (C.G.), Wadrafnagar, Dist. Balrampur- Ramanujganj",Balrampur- Ramanujganj,Govt.,-,-,StockCamps
794,Chhattisgarh,Yogi Charitable Blood Centre,"1st Floor, Yogi Complex, Near Bank of Baroda, Raipur Road, Kawardha, , Kawardha, Dist. Kabirdham",Kabirdham,Charitable/Vol,7770000654,yogibloodbank@gmail.com,StockCamps
795,Dadra Nagar Haveli and Daman and Diu,Daman Raktdan Kendra,"Govt Hospital Camios Daman, Daman, Dist. Daman",Daman,Govt.,9974791580,damanraktadankendra@gmail.com,StockCamps
796,Dadra Nagar Haveli and Daman and Diu,Diu Blood Centre,"Diu Blood Centre, New Govt Hospital Diu Campus Diu, Diu, Dist. Diu",Diu,Govt.,9825564778,bloodbankdiu@gmail.com,StockCamps
797,Dadra Nagar Haveli and Daman and Diu,Indian Red Cross Society Blood Centre Dadra And Nagar Haveli,"1st Floor, Red Cross House, Opposite Bus Stand, Silvassa, Dist. Dadra & Nagar Haveli",Dadra & Nagar Haveli,Red Cross,"0260-2640911, 2640577",info@redcrossdnh.org.in,StockCamps
798,Delhi,All India Institute Of Medical Sciences,"Ansari Nagar, Ring Road, New Delhi, Dist. South",South,Govt.,011-265932,aiimsbloodbank@gmail.com,StockCamps
799,Delhi,"Blood Bank, Fortis Flt.Lt. Rajan Dhall Hospital (A Unit Of Flt. Lt. Ranjan Dhall Charitable Trust Re","Sector-B, Pocket-1, Aruna Asaf Ali Marg, Vasant Kunj, New Delhi, Dist. South West",South West,Private,8826635789,bloodbank.vk@fortishealthcare.com,StockCamps
800,Delhi,"Blood Bank, Max Super Specialty Hospital, (A Unit Of Balaji Medical And Disgnostic Research Centre)","108-A, Indraprastha Extension, Opposite Sanchar Apartment, Delhi, Dist. East",East,Private,1.14303E+19,bloodbank.ppg@maxhealthcare.com,StockCamps
801,Delhi,Blood Centre Aakash Healthcare Pvt Ltd,"Road no 201, Dwarka sector 3, Hospital Plot, , Delhi, Dist. South West",South West,Private,8800015924,tmbloodbank@aakashhealthcare.com,StockCamps
802,Delhi,"Blood Centre, Armed Forces Transfusion Centre","Delhi Cantonment, New Delhi, Dist. South West",South West,Govt.,8698751335,donorataftc@gmail.com,StockCamps
803,Delhi,"Blood Centre, Batra Hospital And Medical Research Center","1, Tughalabad Institution Area, Mehrauli Badarpur Road,New Delhi, New Delhi, Dist. South",South,Private,1129902036,ashish.seymour@batrahospitaldelhi.org,StockCamps
804,Delhi,"Blood Centre, Bhagat Chandra Hospital","RZF-1/1, Mahavir Enclave, Palam, New Delhi, Dist. South West",South West,Private,45254525,info@bhagathospital.com,StockCamps
805,Delhi,Blood Centre Bhagwan Mahavir Hospital,"h-4/5, first floor, guru harkishan marg, pitampura, delhi, Delhi, Dist. North West",North West,Govt.,9717730004,msbmh-dhs-delhi@nic.in,StockCamps
806,Delhi,"Blood Centre, Deen Dayal Upadhay Hospital","Hari Nagar new delhi, New Delhi, Dist. West",West,Govt.,112085203,dduhbloodbank@gmail.com,StockCamps
807,Delhi,"Blood Centre, Delhi Heart And Lungs Institute","3mm-II, Panchkuian Road, New Delhi, Dist. North West",North West,Private,42999999,bloodbank@dhli.in,StockCamps
808,Delhi,"Blood Centre, Dharamshila Narayana Superspeciality Hospital","Vasundara Enclave, Delhi, Dist. East",East,Private,"43066407, 43066432, 9582046313",info.dnsh@narayanahealth.org,StockCamps
809,Delhi,"Blood Centre, Dr. Baba Saheb Ambedkar Hospital","Regional Blood Transfusion Centre ,Dr BSA Hospital,Sector-6,Rohini, New Delhi, Dist. North West",North West,Govt.,7290095590,msidhar67@gmail.com,StockCamps
810,Delhi,"Blood Centre, Dr. B. L. Kapur Memorial Hospital","Pusa Road, New Delhi, Dist. West",West,Private,113065309,drrasikasetia@blkhospital.com,StockCamps
811,Delhi,Blood Centre Dr Hedgewar Arogya Sansthan,"Karkardooma, Delhi, Dist. East",East,Govt.,22309407,msdhas2010@gmail.com,StockCamps
812,Delhi,Blood Centre E.S.I. Hospital Basaidarapur,"ESI Hospital Basaidarapur, Ring Road, Basaidarapur, New Delhi, Dist. West",West,Govt.,9811474945,bb-basaidarapur.dl@esic.nic.in,StockCamps
813,Delhi,"Blood Centre, Fortis Escorts Heart Institute","Okhla Road, New Friend Colony, New Delhi, Dist. New Delhi",New Delhi,Private,1128625053,rashmi.keswani@fortishealthcare.com,StockCamps
814,Delhi,"Blood Centre, Fortis Hospital","A- Block, Shalimar Bagh, New Delhi, Dist. North West",North West,Private,45302222,bankim.das@fortishealthcare.com,StockCamps
815,Delhi,"Blood Centre, Govind Ballabh Pant Institute Of Postgraduate Medical Education And Research","1, Jawahar Lal Nehru Marg, Delhi Gate , New Delhi, Dist. Central",Central,Govt.,9718599014,msgbpant@nic.in,StockCamps
816,Delhi,Blood Centre Guru Tegh Bahadur Hospital,"G.T.B. Hospital, Shahdara, Delhi, Dist. North East",North East,Govt.,9910790101,bloodbankgtbh@gmail.com,StockCamps
817,Delhi,"Blood Centre, Hakeem Abdul Hameed Centenary Hospital","HAHC HOSPITAL, GURU RAVIDAS MARG, HAMDARD NAGAR, , New Delhi, Dist. South",South,Private,9540248289,bloodbank@himsr.co.in,StockCamps
818,Delhi,"Blood Centre, Hindu Rao Hospital","G Block 4th floor, Near Civil Lines Malkaganj , Delhi, Dist. North",North,Govt.,9810873046,Hodbbhindurao@gmail.com,StockCamps
819,Delhi,"Blood Centre, Holy Family Hospital","Okhla Road,, Jamianagar P O, New Delhi, Dist. South",South,Private,9716832503,bloodbank@holyfamilyhospitaldelhi.org,StockCamps
820,Delhi,"Blood Centre, Indian Spinal Injuries Centre","C-8, Vasant Kunj, New Delhi, Dist. South West",South West,Private,114225538,info@isiconline.org,StockCamps
821,Delhi,"Blood Centre, Indra Prastha Medical Corporation (Apollo Hospital)","Indraprastha Medical Corporation, Sarita Vihar, New Delhi, Dist. South East",South East,Private,9810843629,bloodbank_delhi@apollohospitals.com,StockCamps
822,Delhi,"Blood Centre, Institute Of Liver And Biliary Sciences","D-1, Vasant kunj, New Delhi, Dist. South West",South West,Govt.,1146300000,bbank@ilbs.in,StockCamps
823,Delhi,"Blood Centre, Jai Prakash Narayan Apex Truma Centre, Aiims","2nd Floor, JPNATC,Raj Nagar, AIIMS, New Delhi, Dist. South",South,Govt.,9868397275,jpnatcaiims2011@gmail.com,StockCamps
824,Delhi,"Blood Centre, Jaipur Golden Hospital","2, Institutional Area, Rohini Sector-III, New Delhi, Dist. West",West,Private,"27907248, 27907000,9968340243",bloodbank@jghdelhi.net,StockCamps
825,Delhi,"Blood Centre, Kalra Hospital And Shri Ram Cardiothoracic And Neuro Sciences Centre (Srncnc)","SRCNC, A-4, Kirti Nagar, New Delhi, Dist. West",West,Private,45005600,drsunild@gmail.com,StockCamps
826,Delhi,"Blood Centre, Kasturba Gandhi Hospital","Near Jama Masjid, Daryaganj , New Delhi, Dist. Central",Central,Govt.,1123275025,kasturbahospitalndmc@gmail.com,StockCamps
827,Delhi,"Blood Centre, Lal Bahadur Shastri Hospital","Near Kalyanvas Colony / Mayur Vihar Phase -II, GNCTD Kichdipur , Delhi, Dist. East",East,Govt.,22783633,mslbsh.delhi@gov.in,StockCamps
828,Delhi,"Blood Centre, Lions Blood Centre, East Delhi","369, 2nd Floor, F.I.E. Patparganj Industrial Area, Delhi, Dist. East",East,Charitable/Vol,9717897507,lionsbloodbankeastdelhi@gmail.com,StockCamps
829,Delhi,"Blood Centre, Maharaja Agrasen Hospital","West Punjabi Bagh, New Delhi, New Delhi, Dist. West",West,Private,9910426353,dr.omp@rediffmail.com,StockCamps
